2.061156048717285739e+05,2.800419841262456030e+05,7.211265962988974061e+05,4.203869581495451857e+05,7.033070950186026748e+05
3.345643944260840653e+05,4.122473423282960430e+05,4.553266654140620376e+05,3.058398271175649134e+05,6.316689896932400297e+05
3.225445950274273055e+05,4.485962538160191616e+05,7.002607176683458965e+05,4.247183482051704777e+05,4.578407349603931070e+05
1.914444671925650619e+05,4.161476118790063192e+05,7.097092396402577870e+05,2.666939721800799598e+05,4.207297962091003428e+05
3.262647493116969708e+05,2.595849610774373286e+05,6.600836344955653185e+05,4.067741046316642896e+05,4.297774714852170437e+05
3.384637955790546839e+05,4.238217999744520057e+05,7.573413381490898319e+05,4.148278653441555798e+05,7.375023288212190382e+05
3.474347713001039228e+05,4.242881041994033149e+05,7.691088110061418265e+05,4.226111340819593752e+05,7.619670848551713862e+05
2.986074020038010203e+05,3.916627561267214478e+05,6.225612934716050513e+05,4.350713683810257353e+05,7.441779859995450824e+05
3.488850047031113645e+05,3.889602992422913667e+05,7.524703146214305889e+05,4.740860527304852149e+05,7.408465235988305649e+05
3.144326140858351719e+05,4.633727639295500121e+05,7.364430297233704478e+05,3.950178160524568520e+05,4.023828810966704623e+05
3.021475774767332477e+05,3.533948686956599704e+05,4.173714801860516309e+05,2.630084045074672904e+05,4.206876214178560185e+05
1.938591399430705351e+05,3.825730584269523970e+05,6.196499773845705204e+05,4.088421425998028135e+05,5.473723267004769295e+05
3.039947577957727481e+05,2.486674365806238493e+05,6.695853590143150650e+05,4.358308379839971312e+05,5.478234504174881149e+05
2.919403775867412332e+05,2.445653200978529349e+05,6.294263164091282524e+05,2.398915818776332599e+05,6.119433472626729636e+05
1.839649934216219117e+05,2.498177555799848633e+05,6.526489469959733542e+05,2.743624871186281089e+05,6.534422936882406939e+05
3.191829679543514503e+05,4.315146259790390031e+05,7.986699153909513261e+05,4.426902743708392372e+05,4.321979025655785808e+05
3.775482247520479141e+05,4.096404685138053028e+05,7.022650540621791733e+05,4.526364290890978300e+05,7.652667716785650700e+05
3.121955912622473552e+05,4.939493232723870315e+05,7.651827121869747061e+05,4.555696297258744016e+05,7.371336900995167671e+05
3.393368813581990544e+05,3.860044522026845952e+05,6.546274788571862737e+05,4.198084842427076655e+05,6.918637351329416269e+05
2.930156796312419465e+05,3.722148790838542627e+05,7.107679530506206211e+05,2.556907395187263610e+05,7.076070927442495013e+05
3.426470236812459771e+05,4.148351422193268081e+05,7.512779215680920752e+05,2.817363236204631394e+05,6.884771456778806169e+05
2.274474943989452440e+05,3.774675131663735956e+05,5.554479122925689444e+05,3.784000621361355297e+05,7.204593844925013836e+05
3.733366590227392735e+05,4.771339440773880342e+05,8.147609248836436309e+05,4.824996089896479389e+05,7.557204521913272329e+05
2.334036470560012385e+05,4.647052765294305282e+05,7.208846663968783105e+05,4.937782987604356022e+05,7.204685806883245241e+05
3.678129595631510019e+05,4.826206846548009198e+05,6.028506394632407464e+05,2.775421963864420541e+05,6.444644912698629778e+05
2.784742085991656641e+05,3.978421083537482191e+05,7.313863100203544600e+05,4.122641344757603947e+05,7.381783782895136392e+05
1.884180564317067910e+05,2.750389190760269412e+05,6.561834212976254057e+05,2.573171414343070355e+05,6.748421084940368310e+05
3.254869161881755572e+05,2.910347208470592741e+05,7.436743012487716042e+05,4.006646922124799457e+05,7.472048256438005483e+05
2.267339868460564758e+05,3.951137469418878900e+05,7.306938894340997795e+05,4.434791865558286081e+05,6.793971648424838204e+05
3.454430301771427039e+05,4.166719260178573895e+05,7.954706199949160218e+05,4.364050401788826566e+05,7.711616019738664618e+05
3.400413610660736449e+05,4.495794426526237512e+05,5.693180086664704140e+05,4.009483047085013823e+05,6.910943854598628823e+05
3.294293057585076313e+05,4.368145334086931543e+05,7.132866244959321339e+05,4.003553998726612190e+05,7.960396031128532486e+05
3.470598024683223921e+05,3.986256770592015237e+05,5.570791525177803123e+05,4.257754766751258867e+05,7.713977003114591353e+05
3.390850280120925163e+05,4.306412892835005186e+05,7.676429722939570202e+05,4.572551945632798597e+05,5.141469047647262923e+05
2.185470479601183033e+05,3.843039401812176802e+05,7.608026428474490531e+05,4.205923617569808266e+05,6.916852120082731126e+05
2.231214230974901293e+05,4.150988683223715634e+05,7.008875568525127601e+05,4.327616870432108990e+05,7.398159915490064304e+05
3.458038857096221182e+05,4.563710210147508769e+05,6.651615424486122793e+05,4.246336738931804430e+05,6.570010811624005437e+05
3.551031306059330818e+05,2.499897214508745237e+05,7.746243262982856249e+05,2.514493953953147866e+05,7.544488923740675673e+05
3.455841135642128065e+05,2.790588826233990840e+05,7.360876068729151739e+05,4.371039079872417497e+05,7.187790045213341946e+05
3.509187881629881449e+05,3.448421291542140534e+05,7.336310356915639713e+05,4.423425884225854534e+05,7.644292171130737988e+05
3.229870971937247086e+05,4.146368340176508646e+05,7.825527666106973775e+05,4.167958256044597947e+05,7.181212049211512785e+05
3.753194718028030475e+05,4.405477096056196024e+05,7.766553495274705347e+05,4.689039057981136721e+05,7.844254890030012466e+05
3.304953944780508755e+05,4.209395313546761172e+05,8.208403080320809968e+05,4.393091005910627428e+05,6.983422417315520579e+05
3.656275561077289749e+05,4.101736889941550326e+05,8.476827405845070025e+05,4.302968333203381626e+05,7.842645203708591871e+05
3.236992976892035222e+05,2.923603854761219118e+05,7.525058112427745946e+05,4.510464664727527415e+05,6.727084555055435048e+05
2.540312840173749137e+05,4.360309719592881156e+05,7.520407354729520157e+05,4.246047071365235024e+05,7.581412352141481824e+05
3.611811918651160086e+05,3.951904225239701918e+05,5.814752431040587835e+05,4.311258258142787963e+05,6.867506544721556129e+05
3.320786428880595486e+05,3.196387008392987773e+05,7.469263426470098784e+05,4.431493527377045248e+05,7.402298515148372389e+05
3.903308724391894648e+05,3.477425324840453104e+05,8.033895584327499382e+05,4.176444057128481218e+05,8.204417248974720715e+05
3.257391595788204577e+05,4.312230334442984313e+05,7.892164877708078129e+05,4.571297924450425198e+05,7.244219159597201506e+05
2.051067172418470436e+05,4.299486320321608800e+05,6.764495083855343983e+05,2.861448945088385954e+05,6.507406520170525182e+05
1.978336319808980334e+05,3.920084897869143169e+05,4.012572245917239343e+05,2.695722398799634539e+05,4.164615041150894249e+05
1.920596023658910417e+05,2.568417851784599770e+05,6.498297851497083902e+05,2.671663823765386478e+05,6.968555215725214221e+05
2.149966227703643381e+05,3.867404694252941408e+05,7.702030743344818475e+05,2.726948756280855741e+05,6.997642423699424835e+05
3.706689864158083219e+05,4.774022217731471173e+05,6.823000499711342854e+05,4.260610326684116153e+05,8.067705959885752527e+05
3.120773359700180590e+05,3.730250515333309304e+05,6.457883442784842337e+05,4.375309269451528089e+05,7.707991837694852147e+05
2.269199946061932133e+05,4.272025184238580987e+05,7.426651657724018442e+05,3.085214947803744581e+05,6.894473222743499791e+05
2.439760259252603282e+05,4.533561014032727689e+05,7.320169857495572651e+05,4.299139861603842000e+05,4.252415872562228469e+05
3.396701763062674436e+05,4.100338882370307692e+05,7.224770291856715921e+05,2.676839786525145755e+05,4.108489288558174158e+05
2.074954379000671033e+05,2.502718396456376067e+05,6.434574152602059767e+05,2.718154638779968955e+05,6.462359841575972969e+05
2.077101842204885907e+05,4.276753446078737034e+05,6.919034410610765917e+05,4.200105434173712856e+05,6.595087399473368423e+05
3.106411478750698734e+05,4.026687106292091776e+05,7.653854076176771196e+05,2.756814441025126725e+05,6.825078299924649764e+05
2.032077894570895587e+05,4.541991968236524845e+05,6.901229386382566299e+05,3.643210835958487587e+05,4.368130974855682580e+05
