3.365451400715435157e+05,6.007648166250408394e+05,1.053744664903424680e+06,3.712896006789050298e+05,1.111453878641212359e+06
4.698042934630374075e+05,5.968329524463072885e+05,1.171078891158823390e+06,5.648706111953065265e+05,1.066832979245942319e+06
4.872910338356321445e+05,5.722508008262868971e+05,1.091624781540775904e+06,5.824511387218242744e+05,1.092412282997632632e+06
5.134934956348353298e+05,6.209254099736919161e+05,1.133707678257330321e+06,5.465151533278499264e+05,1.078167769944216590e+06
4.676991671965621645e+05,6.441254427169365808e+05,1.041447303474098910e+06,5.210109959322708892e+05,1.069115476908971556e+06
3.611314170884278719e+05,5.473310524799595587e+05,1.004371648626361508e+06,5.874476871962590376e+05,1.021722289370353101e+06
4.819262163306926377e+05,3.938093449277283507e+05,9.590083360293095466e+05,5.529469383344626985e+05,9.655303168211547891e+05
2.965012819596230402e+05,6.182990290701398626e+05,9.350487500076140277e+05,3.617232133803655743e+05,8.284542250733709661e+05
5.071729007332682959e+05,5.720132546060407767e+05,9.372964990678835893e+05,5.016536609922703356e+05,8.383872928063650616e+05
4.943213397247160319e+05,6.196877869672207162e+05,9.825351780677910428e+05,4.792044385428497335e+05,9.228255848346733255e+05
4.729964462916888297e+05,6.067266935076389927e+05,9.433620969908674015e+05,4.971777680664958898e+05,8.972234419731749222e+05
4.998639668271446135e+05,5.984334350217364263e+05,1.094294824479853036e+06,5.620394642498020548e+05,1.097343230572127504e+06
4.288518530440839240e+05,4.085483250522107119e+05,1.052535659454964800e+06,5.244972346523781307e+05,1.064520583281376865e+06
4.915167731856674072e+05,5.468485522359937895e+05,1.024650300164811197e+06,5.333185867454558611e+05,9.943803423063027440e+05
4.467990930087219458e+05,4.319347823298991425e+05,1.022399642405796563e+06,3.784907362095086719e+05,1.110481481267402647e+06
4.934769752686382853e+05,6.417547125057172962e+05,1.008907569481568062e+06,5.257442223411966115e+05,1.052214340852606809e+06
4.470997935071932734e+05,4.084384528744883137e+05,1.008337623848550487e+06,5.416983939124539029e+05,9.965420097095236415e+05
5.062003097606386291e+05,6.657648801567817573e+05,1.043980104783717776e+06,5.836833453804947203e+05,1.009593415140072699e+06
4.362541037525465945e+05,5.590613338548261672e+05,1.218791507641123608e+06,4.980491997257315670e+05,1.105017586492581293e+06
4.498807780613838113e+05,5.434481590562619967e+05,1.044459876044789446e+06,5.046428936044119182e+05,1.036406428434683126e+06
4.557220158119082917e+05,5.380784653307884000e+05,9.692005310436233412e+05,5.094165322996705654e+05,9.849740579352341592e+05
5.409167648577963701e+05,6.587873309265690623e+05,1.041341334856881527e+06,5.719981076687144814e+05,1.025741604440200492e+06
4.766164015195716056e+05,5.338503526643824298e+05,9.708193270566852298e+05,5.216051365274114069e+05,9.745685178764790762e+05
3.296541298872698098e+05,6.164023919529104605e+05,1.034568320776743116e+06,5.707814114171414403e+05,9.688617727028237423e+05
4.612466497308903490e+05,6.410237722534439526e+05,1.051052030393927358e+06,5.661311449984395877e+05,9.227919890444735065e+05
4.766794629789630417e+05,6.220162997700853739e+05,1.114610358730405569e+06,5.422208107173341559e+05,1.044159989217057824e+06
4.764011712145603960e+05,5.768363056862854864e+05,1.001454688227769802e+06,5.556098848354204092e+05,1.045994915170124499e+06
4.698145769103099592e+05,5.963181020425634924e+05,1.061825923487289576e+06,5.758804004871251527e+05,1.004621131349666975e+06
3.961128623690491659e+05,6.006743954735107254e+05,1.144090501374474028e+06,5.517089012308926322e+05,1.136579206208411139e+06
4.740198285737789702e+05,6.206551829562727362e+05,1.036580234271221561e+06,5.422408830038000597e+05,1.072018031694382895e+06
5.112171023416792741e+05,6.405580204203259200e+05,1.101497472935365513e+06,5.785608519301740453e+05,1.073949532985867932e+06
4.854937207633052603e+05,5.963546165016399464e+05,1.094023833634384442e+06,5.559329965110878693e+05,9.465139496679387521e+05
4.852707749152397737e+05,5.752739536245733034e+05,9.026800476378842723e+05,3.836044835372365778e+05,1.023237108118742472e+06
4.674345639925425639e+05,5.760211681957148248e+05,1.273852144436154049e+06,4.089400556180734420e+05,1.100524378769385628e+06
4.686852781974948593e+05,6.190032528303796425e+05,1.197685419304867275e+06,5.373192881559508387e+05,1.017083472675732919e+06
4.741287181995136198e+05,5.926649785239688354e+05,1.205655614292825107e+06,5.449161804043062730e+05,1.147645440506092040e+06
5.136674915703925071e+05,5.989754810372365173e+05,1.205232225418452639e+06,5.726639955385846552e+05,1.150026771680234000e+06
4.580272426160161849e+05,5.632793086633575149e+05,1.208572261865895009e+06,5.117089355928322184e+05,1.160696567585841287e+06
4.917984428240484558e+05,6.030892025087294169e+05,1.028083343530073063e+06,5.649252156662999187e+05,1.069683004443402868e+06
4.566699491153437411e+05,6.174951135954519268e+05,1.185274548332317732e+06,5.477598159787172917e+05,1.156380373716712929e+06
5.056327838601334370e+05,6.108783953522385564e+05,9.967591912818248384e+05,5.401456277037271066e+05,1.076873167858010391e+06
5.037669856469997903e+05,6.062513015681600664e+05,1.237427341962257633e+06,5.635259432655069977e+05,1.209931596588195069e+06
4.409305771246412187e+05,6.401910217846331652e+05,1.045604170050021610e+06,5.780593450740855187e+05,1.061213829993650550e+06
4.848080798510650638e+05,4.548588830869114026e+05,1.020893119027884677e+06,5.560290047032028669e+05,1.077435287884216988e+06
4.146505110180729534e+05,7.092569068890411872e+05,1.073757882058057468e+06,5.844894861805652035e+05,9.905106510414067889e+05
